NODE_ID,STATE_NAME,NEM_REGION,NEM_ZONE,VOLTAGE_KV,RRN,PROP_REG_D,LATITUDE,LONGITUDE
303,Victoria,VIC1,CVIC,220,0,0.0059685918204493765,-37.3574621769999,143.60373023
304,Victoria,VIC1,MEL,132,0,0.004757651955332453,-37.843169663,143.875763207
305,Queensland,QLD1,SWQ,110,0,0.00033638960551928807,-27.086319967,150.943005459
306,South Australia,SA1,NSA,132,0,0.00037457289285481275,-31.4665659999999,137.087617
307,South Australia,SA1,NSA,132,0,0.00037457289285481275,-31.466129407,137.088048261
308,New South Wales,NSW1,NNS,330,0,0.00032806182821060057,-29.203119952,151.328862948
309,New South Wales,NSW1,NNS,132,0,0.0025598002625114905,-29.785533529,151.159343489
310,New South Wales,NSW1,NNS,132,0,0.0011163654347011512,-29.706747709,151.77313577
311,Tasmania,TAS1,TAS,110,0,0.0002260794401788095,-42.1409995,146.2248025
312,Queensland,QLD1,SEQ,110,0,0.004590264909195086,-27.997805,153.4268985
313,Queensland,QLD1,SEQ,110,0,0.012391620200098666,-27.8552204769999,153.293779342
314,Queensland,QLD1,SEQ,275,0,0.008047524221451467,-27.978431921,153.36007057
315,Queensland,QLD1,SEQ,110,0,0.010117438292781793,-27.3899375,153.083203
316,Queensland,QLD1,SEQ,110,0,0.0015370369012464513,-27.4520155989999,153.028255117
317,Queensland,QLD1,SEQ,110,0,0.01786222710602756,-27.3991829999999,153.009328
318,Queensland,QLD1,SEQ,132,0,0.006194867325421702,-27.466433996,153.008857113
319,Queensland,QLD1,SEQ,110,0,0.014410414936064153,-27.3302035,153.0500525
320,Queensland,QLD1,SEQ,132,0,0.0113847368977896,-27.2730480619999,153.020590476
